station_name ,wigos_station_identifier,traditional_station_identifier ,facility_type,latitude,longitude,elevation,barometer_height,territory_name,wmo_region,Last updated by,Declared reporting status,Assessed reporting status
SAINT NIZIER-RADAR,0-20000-0-07381,07381,Land (fixed),46.0677777778,4.4452777778,908,,France,6,,Operational,Operational
SAINT-NAZAIRE-MONTOIR,0-20000-0-07217,07217,Land (fixed),47.3138888889,-2.1544444444,4,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
SAINT-YAN,0-20000-0-07379,07379,Land (fixed),46.4083333333,4.0163888889,243,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Unknown
SAINTES,0-250-0-17415003,15003,Land (fixed),45.761167,-0.652,38,,France,6,Joel GUEUSQUIN,Operational,Operational
"SALAMANCA,OBS.",0-724-0-0000000000008201,08201,Land (fixed),40.9575,-5.6622,775,,Spain,6,José Miguel Gallardo Fernández,Operational,Partly operational
SALAMANCA/MATACAN,0-20000-0-08202,08202,Land (fixed),40.9594444444,-5.4983333333,790,,Spain,6,,Operational,Operational
SALEN-REUTENEN,0-20000-0-06623,06623,Land (fixed),47.651247,9.023897,718.7,,Switzerland,6,CHE NMHS ,Operational,Operational
"SALLENT DE GALLEGO,  FORMIGAL",0-20000-0-08918,08918,Land (fixed),42.7744444444,-0.3688888889,1500,,Spain,6,,Operational,Unknown
"SALLENT DE GALLEGO,  FURCO",0-20000-0-08917,08917,Land (fixed),42.7605555556,-0.3847222222,1855,,Spain,6,,Operational,Silent
"SALLENT DE GALLEGO,  RESPOMUSO",0-20000-0-08920,08920,Land (fixed),42.8166666667,-0.2961111111,2145,,Spain,6,,Operational,Operational
SALLES LA SOURCE,0-20000-0-07552,07552,Land (fixed),44.4102777778,2.4825,582,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Silent
SALON DE PROVENCE,0-20000-0-07648,07648,Land (fixed),43.6036111111,5.1041666667,60,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
SAMEDAN,0-20000-0-06792,06792,Land (fixed),46.52625,9.879458,1708.51,,Switzerland,6,CHE NMHS ,Operational,Partly operational
SAN CLEMENTE,0-724-0-0000000000008256,08256,Land (fixed),39.4167,-2.4206,728,,Spain,6,José Antonio Fernández Monistrol,Operational,Partly operational
SAN FERNANDO,0-724-0-0000000000008453,08453,Land (fixed),36.4655,-6.2055,28,,Spain,6,José Miguel Gallardo Fernández,Operational,Partly operational
SAN SEBASTIAN/FUENTERRABIA,0-20000-0-08029,08029,Land (fixed),43.3605555556,-1.7872222222,4,,Spain,6,,Operational,Partly operational
SAN SEBASTIÁN/FUENTERRABIA,0-724-0-08029,08029,Land (fixed),43.3571,-1.7921,4,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
SAN SEBASTIAN/IGUELDO,0-20000-0-08027,08027,Land (fixed),43.3063888889,-2.0411111111,251,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
"SAN VICENTE, FARO",0-724-0-0000000000008017,08017,Land (fixed),43.3934,-4.3921,38,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
SANNICOLAUL MARE,0-20000-0-15199,15199,Land (fixed),46.0712862547,20.601560025,85,,Romania,6,Ancuta MANEA,Operational,Operational
SANSKI MOST,0-20000-0-14537,14537,Land (fixed),44.77095,16.676019,156,,Bosnia and Herzegovina,6,Mirza Tahmaz,Operational,Operational
SANT JAUME,0-724-0-0000000000008240,08240,Land (fixed),40.6991,0.8097,1,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
Sant Julià de Vilatorta,0-724-0-0000000000008119,08119,Land (fixed),41.9262,2.3176,578,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
SANTA ELENA,0-724-0-0000000000008350,08350,Land (fixed),38.3444,-3.5352,770,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
SANTA SUSANA,0-724-0-0000000000008188,08188,Land (fixed),41.6508,2.6969,40,,Spain,6,José Antonio Fernández Monistrol,Operational,Partly operational
SANTANDER,0-20000-0-08023,08023,Land (fixed),43.4911111111,-3.8005555556,52,,Spain,6,,Operational,Silent
SANTANDER/PARAYAS,0-20000-0-08021,08021,Land (fixed),43.4291666667,-3.8313888889,5,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
SANTIAGO DE COMPOSTELA,0-724-0-0000000000008041,08041,Land (fixed),42.8761,-8.5558,240,,Spain,6,José Antonio Fernández Monistrol,Operational,Partly operational
SANTIAGO DE COMPOSTELA/LABACOLLA,0-20000-0-08042,08042,Land (fixed),42.8880555556,-8.4105555556,370,,Spain,6,,Operational,Operational
SARAJEVO-BJELAVE,0-20000-0-14654,14654,Land (fixed),43.867791,18.42282,632,,Bosnia and Herzegovina,6,Mirza Tahmaz,Operational,Unknown
Sárbogárd,0-348-1-36301,36301,Land (fixed),46.88333,18.60972,103.9,,Hungary,6,HUN NMHS,Operational,Unknown
Sárkeresztúr,0-348-1-36308,36308,Land (fixed),46.99528,18.52472,100.4,,Hungary,6,HUN NMHS,Operational,Unknown
Sármellék repülőtér,"0-348-1-26514,0-20000-0-12922",12922,Land (fixed),46.694167,17.1575,122,,Hungary,6,Imre Szöllősi,Operational,Operational
Sármellék repülőtér (dél),0-348-1-26515,26515,Land (fixed),46.67889,17.16333,122,,Hungary,6,HUN NMHS,Operational,Partly operational
SARZANA-LUNI,0-20000-0-16125,16125,Land (fixed),44.0872222222,9.985,13.71,,Italy,6,Piero Serra,Operational,Operational
Sátorhely,0-348-1-39307,39307,Land (fixed),45.93583,18.63222,93,,Hungary,6,HUN NMHS,Operational,Operational
"SATTEL, SZ",0-20000-0-06662,06662,Land (fixed),47.081067,8.636956,790.1,,Switzerland,6,CHE NMHS ,Operational,Operational
SCALOTTAS,0-20000-0-06846,06846,Land (fixed),46.7213888889,9.5108333333,2323,,Switzerland,6,,Operational,Silent
SCHAFFHAUSEN,0-20000-0-06620,06620,Land (fixed),47.689844,8.620125,438,,Switzerland,6,CHE NMHS ,Operational,Operational
SCHIERS,0-20000-0-06790,06790,Land (fixed),46.975508,9.668064,626,,Switzerland,6,CHE NMHS ,Operational,Unknown
SCHMERIKON,0-20000-0-06683,06683,Land (fixed),47.224933,8.940289,408,,Switzerland,6,CHE NMHS ,Operational,Unknown
SCHMITTENHOEHE,0-20000-0-11340,11340,Land (fixed),47.3286094666,12.7380552292,1956,,Austria,6,AUT NMHS,Operational,Unknown
SCHOECKL,0-20000-0-11241,11241,Land (fixed),47.1986122131,15.4663887024,1443,,Austria,6,AUT NMHS,Operational,Unknown
SCHROECKEN,0-20000-0-11306,11306,Land (fixed),47.2616666667,10.0861111111,1243.9,,Austria,6,Silke Adler,Operational,Operational
SCHUEPFHEIM,0-20000-0-06651,06651,Land (fixed),46.947042,8.012433,744.4,,Switzerland,6,CHE NMHS ,Operational,Operational
SCIACCA,0-20000-0-16436,16436,Land (fixed),37.5136111111,13.1266666667,124,,Italy,6,Piero Serra,Operational,Operational
SCUOL,0-20000-0-06798,06798,Land (fixed),46.793275,10.283253,1303.93,,Switzerland,6,CHE NMHS ,Operational,Operational
SEBHA,0-20000-0-62124,62124,Land (fixed),27.0166666667,14.45,435,,Libya,1,Faraj M ZAYET,Operational,Partly operational
SEEFELD,0-20000-0-11119,11119,Land (fixed),47.32472229,11.1755552292,1181.9,,Austria,6,AUT NMHS,Operational,Operational
Sefrou,0-504-1-60211,60211,Land (fixed),33.8138,-4.8466,1060,,Morocco,1,MAR NMHS ,Operational,Operational
SEGL-MARIA,0-20000-0-06779,06779,Land (fixed),46.432333,9.762311,1804,,Switzerland,6,CHE NMHS ,Operational,Silent
SEGOVIA,0-20000-0-08213,08213,Land (fixed),40.9452777778,-4.1263888889,1005,,Spain,6,,Operational,Operational
Sellye,0-348-1-29403,29403,Land (fixed),45.8675,17.85111,99.4,,Hungary,6,Imre Szöllősi,Operational,Unknown
Selouane,0-504-1-60298,60298,Land (fixed),35.170833,-3.08805,62,,Morocco,1,MAR NMHS ,Operational,Operational
SEMBADEL-RADAR,0-20000-0-07461,07461,Land (fixed),45.2891666667,3.7094444444,1115,,France,6,,Operational,Operational
SEMENIC,0-20000-0-15315,15315,Land (fixed),45.1813946584,22.055804611,1432,,Romania,6,Ancuta MANEA,Operational,Unknown
SEMMERING,0-20000-0-11383,11383,Land (fixed),47.6333351135,15.828332901,988,,Austria,6,AUT NMHS,Operational,Operational
SENJ,0-20000-0-14323,14323,Land (fixed),44.9925,14.9033333333,26,,Croatia,6,,Operational,Operational
SERRALTA DI S. VITO,0-20000-0-16364,16364,Land (fixed),38.7555555556,16.3683333333,996,,Italy,6,Piero Serra,Operational,Operational
SETE,0-20000-0-07641,07641,Land (fixed),43.3972222222,3.6922222222,80,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Partly operational
SETIF/AIN ARNAT,0-20000-0-60445,60445,Land (fixed),36.1666666667,5.3166666667,1009,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
SETTAT,0-20000-0-60177,60177,Land (fixed),32.95,-7.6166666667,408,,Morocco,1,MAR NMHS ,Operational,Operational
SEVILLA/SAN PABLO,0-20000-0-08391,08391,Land (fixed),37.4166666667,-5.8791666667,34,,Spain,6,,Operational,Operational
SFAX EL-MAOU,0-20000-0-60750,60750,Land (fixed),34.7166666667,10.6833333333,21,,Tunisia,1,TUN NMHS,Operational,Operational
SHAHAT,0-20000-0-62056,62056,Land (fixed),32.8,21.8833333333,649,,Libya,1,Faraj M ZAYET,Operational,Silent
SHKODRA,0-20000-0-13600,13600,Land (fixed),42.1,19.5333333333,43,,Albania,6,,Operational,Partly operational
SIBENIK,0-20000-0-14438,14438,Land (fixed),43.7280555556,15.9063888889,77,,Croatia,6,,Operational,Unknown
Sidi Bennour,0-504-1-60172,60172,Land (fixed),32.658,-8.4286,184,,Morocco,1,MAR NMHS ,Operational,Operational
SIDI BOUZID,0-20000-0-60748,60748,Land (fixed),35.01222,9.48583,354,,Tunisia,1,saoussen CHERIAA,Operational,Partly operational
SIDI IFNI,0-20000-0-60060,60060,Land (fixed),29.3666666667,-10.1833333333,50,,Morocco,1,,Operational,Partly operational
Sidi Kacem,0-504-1-60137,60137,Land (fixed),34.230247,-5.723877,50,,Morocco,1,MAR NMHS ,Operational,Partly operational
SIDI SLIMANE,0-20000-0-60136,60136,Land (fixed),34.2327777778,-6.0547222222,50,,Morocco,1,,Operational,Partly operational
Sidi Yahya El Gharb,0-504-1-60171,60171,Land (fixed),34.3091,-6.30305,14,,Morocco,1,MAR NMHS ,Operational,Unknown
SIDI-BEL-ABBES,0-20000-0-60520,60520,Land (fixed),35.17388,-0.59527,482,,Algeria,1,Mohamed Mezred,Operational,Partly operational
SIERRA DE ALFABIA,0-724-0-0000000000008303,08303,Land (fixed),39.7349,2.713,1030,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
SIERRA DE FUENTES,0-20000-0-08262,08262,Land (fixed),39.4288888889,-6.2852777778,652,,Spain,6,,Operational,Unknown
Sierra Nevada,0-724-0-0000000000008980,08980,Land (fixed),37.0631,-3.3869,2856,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
SIGÜENZA,0-724-0-0000000000008150,08150,Land (fixed),41.0862,-2.6179,1005,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
SILIANA,0-20000-0-60734,60734,Land (fixed),36.054,9.404,443,,Tunisia,1,saoussen CHERIAA,Operational,Unknown
SILLIAN,0-20000-0-11201,11201,Land (fixed),46.7463874817,12.4236106873,1081.4,,Austria,6,Silke Adler,Operational,Unknown
SIMPLON-DORF,0-20000-0-06654,06654,Land (fixed),46.196942,8.055422,1465,,Switzerland,6,CHE NMHS ,Operational,Unknown
SINES/MONTES CHAOS,"0-620-2001-08541,0-20000-0-08541",08541,Land (fixed),37.95452315,-8.8380462,97.93,,Portugal,6,Manuel Mendes,Operational,Unknown
SINTRA/GRANJA,"0-620-1003-08532,0-20000-0-08532",08532,Land (fixed),38.8342,-9.33853,134,,Portugal,6,Manuel Mendes,Operational,Unknown
Siófok,"0-348-1-36100,0-20000-0-12935",12935,Land (fixed),46.910833,18.040833,107.2,,Hungary,6,Imre Szöllősi,Operational,Unknown
Siófok kikötő,0-348-1-36115,36115,Land (fixed),46.91222,18.0425,101,,Hungary,6,HUN NMHS,Operational,Unknown
SION (6720-0),0-20000-0-06720,06720,Land (fixed),46.218647,7.330211,482,,Switzerland,6,CHE NMHS ,Operational,Unknown
SION (6802-0),0-20000-0-06802,06802,Land (fixed),46.2219444444,7.3388888889,483,,Switzerland,6,,Operational,Unknown
SIRACUSA,0-20000-0-16464,16464,Land (fixed),37.0661111111,15.2794444444,1,,Italy,6,Piero Serra,Operational,Unknown
SIRIA,0-20000-0-15179,15179,Land (fixed),46.2648555573,21.6627829748,473,,Romania,6,Ancuta MANEA,Operational,Operational
SIRTE,0-20000-0-62019,62019,Land (fixed),31.2083333333,16.5719444444,13,,Libya,1,Faraj M ZAYET,Operational,Partly operational
SISAK,0-20000-0-14244,14244,Land (fixed),45.4997222222,16.3666666667,98,,Croatia,6,,Operational,Partly operational
SJENICA,0-20000-0-13369,13369,Land (fixed),43.26852,19.99498,1038,,Serbia,6,Andreja Stanković,Operational,Partly operational
Skhirat,0-504-1-60124,60124,Land (fixed),33.8538,-7.0606,50,,Morocco,1,MAR NMHS ,Operational,Operational
SKIKDA,0-20000-0-60355,60355,Land (fixed),36.88178,6.93503,2,,Algeria,1,Mohamed Mezred,Operational,Unknown
SKOPJE PETROVEC,0-20000-0-13586,13586,Land (fixed),41.9666666667,21.65,238,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
SKOPJE-ZAJCEV RID,0-20000-0-13588,13588,Land (fixed),42.0166666667,21.4,302,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
SLAVONSKI BROD,0-20000-0-14370,14370,Land (fixed),45.1591666667,17.9952777778,88,,Croatia,6,,Operational,Operational
SLOVENJ GRADEC,0-20000-0-14021,14021,Land (fixed),46.4895618902,15.1112254237,444,,Slovenia,6,Miha DEMSAR,Operational,Partly operational
Smara,0-20000-0-60335,60335,Land (fixed),26.7333333333,-11.6833333333,110,,Morocco,1,Mounir Aziz,Operational,Operational
SMEDEREVSKA PALANKA,0-20000-0-13279,13279,Land (fixed),44.3666666667,20.95,121,,Serbia,6,,Operational,Operational
Sofades,0-300-0-16629,16629,Land (fixed),39.3424,22.1078,108.75,,Greece,6,Nick KALAMARAS,Operational,Operational
Söjtör,0-348-1-17419,17419,Land (fixed),46.65111,16.84083,204.4,,Hungary,6,HUN NMHS,Operational,Unknown
SOKOLAC SYNOP,0-70-0-14658,14658,Land (fixed),43.92246,18.78007,898,,Bosnia and Herzegovina,6,Zeljko Ratkovic,Operational,Unknown
SOLENZARA,0-20000-0-07765,07765,Land (fixed),41.9238888889,9.3972222222,9,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
Sóller,0-724-0-0000000000008316,08316,Land (fixed),39.795554,2.691486,5,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
SOLUNSKA GLAVA,0-20000-0-13584,13584,Land (fixed),41.7333333333,21.5166666667,2540,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
SOMBOR,0-20000-0-13160,13160,Land (fixed),45.7666666667,19.15,87,,Serbia,6,,Operational,Operational
SOMOSIERRA,0-724-0-0000000000008145,08145,Land (fixed),41.1356,-3.5804,1450,,Spain,6,José Miguel Gallardo Fernández,Operational,Partly operational
"SON BONET, AEROPUERTO",0-724-0-0000000000008302,08302,Land (fixed),39.6058,2.7067,49.3,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
Sopron Kuruc-domb,0-348-1-13704,13704,Land (fixed),47.678333,16.602222,232.8,,Hungary,6,Imre Szöllősi,Operational,Operational
Sopronhorpács,0-348-1-14707,14707,Land (fixed),47.48056,16.72917,198.7,,Hungary,6,HUN NMHS,Operational,Silent
SORIA,0-20000-0-08148,08148,Land (fixed),41.775,-2.4830555556,1082,,Spain,6,,Operational,Partly operational
SOS DEL REY CATÓLICO,0-724-0-0000000000008090,08090,Land (fixed),42.4908,-1.2133,626,,Spain,6,José Antonio Fernández Monistrol,Operational,Silent
SOTILLO DE LA ADRADA,0-724-0-0000000000008208,08208,Land (fixed),40.2885,-4.5909,630,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
SOUK AHRAS,0-20000-0-60423,60423,Land (fixed),36.2975,7.92277,860,,Algeria,1,Mohamed Mezred,Operational,Operational
Souk Larbaa Gharb,0-504-1-60138,60138,Land (fixed),34.6885,-6.0131,20,,Morocco,1,MAR NMHS ,Operational,Operational
SPITTAL/DRAU,0-20000-0-11272,11272,Land (fixed),46.7905540466,13.4872226715,542,,Austria,6,AUT NMHS,Operational,Operational
SPLIT/MARJAN,0-20000-0-14445,14445,Land (fixed),43.5083333333,16.4263888889,122,,Croatia,6,Jörg Klausen,Operational,Operational
SPLIT/RESNIK,0-20000-0-14444,14444,Land (fixed),43.5394444444,16.3011111111,19,,Croatia,6,,Operational,Operational
SREBRENICA SYNOP,0-70-0-14564,14564,Land (fixed),44.09303,19.30301,434,,Bosnia and Herzegovina,6,Zeljko Ratkovic,Operational,Partly operational
SREMSKA MITROVICA,0-20000-0-13266,13266,Land (fixed),45.1,19.55,82,,Serbia,6,,Operational,Unknown
ST-AUBAN-SUR-DURANCE,0-20000-0-07588,07588,Land (fixed),44.0622222222,5.9897222222,459,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
ST-ETIENNE BOUTHEON,0-20000-0-07475,07475,Land (fixed),45.5330555556,4.2933333333,404,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
ST-PREX,0-20000-0-06706,06706,Land (fixed),46.483678,6.443006,425,,Switzerland,6,CHE NMHS ,Operational,Unknown
ST. ANDRAE I.L.,0-20000-0-11229,11229,Land (fixed),46.7641677856,14.8280553818,403,,Austria,6,AUT NMHS,Operational,Operational
ST. ANTON AM ARLBERG,0-20000-0-11109,11109,Land (fixed),47.1316680908,10.2700004578,1289,,Austria,6,Silke Adler,Operational,Operational
ST. CHRISCHONA,0-20000-0-06600,06600,Land (fixed),47.571761,7.687086,493,,Switzerland,6,CHE NMHS ,Operational,Operational
ST. GALLEN,0-20000-0-06681,06681,Land (fixed),47.425481,9.398519,775.66,,Switzerland,6,CHE NMHS ,Operational,Partly operational
ST. JOHANN IM PONGAU,0-20000-0-11142,11142,Land (fixed),47.315278,13.183611,634,,Austria,6,Silke Adler,Unknown,Silent
ST. MARGRETENBERG,0-20000-0-06848,06848,Land (fixed),46.9747222222,9.5022222222,1490,,Switzerland,6,Lucia Cappelletti,Silent,Operational
ST. MICHAEL/LUNGAU,0-20000-0-11148,11148,Land (fixed),47.0944442749,13.6227779388,1052,,Austria,6,Silke Adler,Unknown,Operational
ST. RADEGUND,0-20000-0-11242,11242,Land (fixed),47.182220459,15.4897222519,726,,Austria,6,AUT NMHS,Operational,Operational
ST. VEIT IM PONGAU,0-20000-0-11345,11345,Land (fixed),47.3291666667,13.155,749.4,,Austria,6,AUT NMHS,Operational,Operational
ST.VEIT/GLAN,0-20000-0-11237,11237,Land (fixed),46.7391666667,14.3855555556,462.6,,Austria,6,Silke Adler,Operational,Operational
"STA. MARIA, VAL MUESTAIR",0-20000-0-06796,06796,Land (fixed),46.602256,10.4263,1386.2,,Switzerland,6,CHE NMHS ,Operational,Partly operational
STABIO,0-20000-0-06771,06771,Land (fixed),45.843458,8.932364,353,,Switzerland,6,CHE NMHS ,Operational,Operational
STECKBORN,0-20000-0-06671,06671,Land (fixed),47.668633,8.981419,397.3,,Switzerland,6,CHE NMHS ,Operational,Operational
STEI,0-20000-0-15160,15160,Land (fixed),46.5280068183,22.4664942118,278,,Romania,6,Ancuta MANEA,Operational,Operational
STIP,0-20000-0-13591,13591,Land (fixed),41.753642,22.180453,326.23,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Partly operational
Strofades,0-300-0-16836,16836,Land (fixed),37.2461,21.0114,15,,Greece,6,Nick KALAMARAS,Operational,Unknown
Sülysáp Sűrűpuszta,0-348-1-44710,44710,Land (fixed),47.43194,19.53667,180,,Hungary,6,HUN NMHS,Operational,Operational
Sümeg,0-348-1-26212,26212,Land (fixed),46.96417,17.29167,193.8,,Hungary,6,HUN NMHS,Operational,Operational
Szarvas,0-348-1-56312,56312,Land (fixed),46.86972,20.5275,85,,Hungary,6,Imre Szöllősi,Operational,Operational
Szeged belterület,0-348-1-58102,58102,Land (fixed),46.24722,20.14056,103.9,,Hungary,6,HUN NMHS,Unknown,Silent
Szeged külterület,"0-348-1-58116,0-20000-0-12982",12982,Land (fixed),46.2561111,20.0905556,81,,Hungary,6,Imre Szöllősi,Operational,Silent
Szeged rádiószondázó állomás,"0-348-3-58117,0-20001-0-12982",12982,Land (fixed),46.256111,20.090556,81,,Hungary,6,Imre Szöllősi,Operational,Operational
Székesfehérvár,0-348-1-35605,35605,Land (fixed),47.16528,18.4325,112.3,,Hungary,6,HUN NMHS,Operational,Operational
Szentes radarállomás,0-348-2-57205,57205,Land (fixed),46.639722,20.4325,90.7,,Hungary,6,Franziska Stürzl,Operational,Operational
Szentes repülőtér,0-348-1-57202,57202,Land (fixed),46.613055,20.286111,79.3,,Hungary,6,Imre Szöllősi,Operational,Operational
Szentgotthárd Farkasfa,"0-348-1-16204,0-20000-0-12910",12910,Land (fixed),46.910278,16.309444,310.7,,Hungary,6,Imre Szöllősi,Operational,Partly operational
Szentkirályszabadja repülőtér,"0-348-1-25820,0-20000-0-12830",12830,Land (fixed),47.0827778,17.9705556,280.5,,Hungary,6,Imre Szöllősi,Operational,Operational
Szerep,0-348-1-65105,65105,Land (fixed),47.2308333,21.1472222,85.3,,Hungary,6,Imre Szöllősi,Operational,Operational
Szolnok repülőtér,"0-348-1-55507,0-20000-0-12860",12860,Land (fixed),47.117222,20.231111,88.8,,Hungary,6,Imre Szöllősi,Operational,Partly operational
Szolnok repülőtér (észak),0-348-1-55508,55508,Land (fixed),47.12972,20.23806,87.8,,Hungary,6,HUN NMHS,Operational,Unknown
Szombathely,"0-348-1-15310,0-20000-0-12812",12812,Land (fixed),47.1983333,16.6477778,200.1,,Hungary,6,Imre Szöllősi,Operational,Silent
TABARKA,0-20000-0-60710,60710,Land (fixed),36.97605,8.876058,20,,Tunisia,1,saoussen CHERIAA,Operational,Operational
TABELBALA,0-20000-0-60605,60605,Land (fixed),29.4166666667,-3.25,550,,Algeria,1,Mohamed Mezred,Operational,Operational
TADANTE,0-20000-0-60673,60673,Land (fixed),23.0333333333,7.8666666667,1179,,Algeria,1,Mohamed Mezred,Operational,Operational
Tafrant,0-504-1-60305,60305,Land (fixed),34.61666,-5.116666,299,,Morocco,1,MAR NMHS ,Operational,Partly operational
Tafraout,0-504-1-60217,60217,Land (fixed),29.6364,-9.0956,887,,Morocco,1,MAR NMHS ,Operational,Operational
TAKERKOUSTE,0-20000-0-60223,60223,Land (fixed),31.0333333333,-8.4833333333,667,,Morocco,1,,Operational,Silent
TALARN,0-724-0-0000000000008112,08112,Land (fixed),42.2047,0.8647,807,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
TALAVERA DE LA REINA,0-724-0-0000000000008274,08274,Land (fixed),39.9586,-4.8635,372,,Spain,6,José Antonio Fernández Monistrol,Operational,Silent
Taliouine,0-504-1-60129,60129,Land (fixed),30.5322,-7.9277,1055,,Morocco,1,MAR NMHS ,Operational,Operational
Talmest,0-504-1-60234,60234,Land (fixed),31.81666,-9.3333,427,,Morocco,1,MAR NMHS ,Operational,Operational
TALMINIE,0-20000-0-60595,60595,Land (fixed),29.1666666667,-0.3,,,Algeria,1,Mohamed Mezred,Operational,Operational
Talsint,0-504-1-60283,60283,Land (fixed),32.5333,-3.43333,1356,,Morocco,1,MAR NMHS ,Operational,Unknown
Tamallalt,0-504-1-60221,60221,Land (fixed),31.8172,-7.5069,620,,Morocco,1,MAR NMHS ,Operational,Operational
Tamanar,0-504-1-60179,60179,Land (fixed),31.0027,-9.6747,356,,Morocco,1,MAR NMHS ,Operational,Partly operational
TAMANRASSET,0-20000-0-60680,60680,Land (fixed),22.8253,5.45255,1372,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
TAN-TAN,0-20000-0-60285,60285,Land (fixed),28.4461111111,-11.1583333333,199,,Morocco,1,Mounir Aziz,Operational,Operational
TANCOS,"0-620-1003-08552,0-20000-0-08552",08552,Land (fixed),39.47576,-8.37504,83,,Portugal,6,Ricardo João Ratola Capela Deus,Operational,Operational
TANGER (AERODROME),0-20000-0-60101,60101,Land (fixed),35.72638,-5.9055,14,,Morocco,1,Mounir Aziz,Operational,Operational
Tanger Med,0-504-1-60112,60112,Land (fixed),35.8781,-5.5128,32,,Morocco,1,MAR NMHS ,Operational,Operational
TANGER-PORT,0-20000-0-60100,60100,Land (fixed),35.7877777778,-5.8066666667,11,,Morocco,1,MAR NMHS ,Operational,Partly operational
TANNHEIM,0-20000-0-11111,11111,Land (fixed),47.5002777778,10.5058333333,1100,,Austria,6,,Operational,Unknown
Taounate,0-504-1-60224,60224,Land (fixed),34.5375,-4.6342,602,,Morocco,1,MAR NMHS ,Operational,Unknown
TAOURIRT,0-20000-0-60128,60128,Land (fixed),34.3969444444,-2.8980555556,415,,Morocco,1,MAR NMHS ,Operational,Operational
Tápiószele Külsőmező,0-348-1-44811,44811,Land (fixed),47.355,19.8894444,95.2,,Hungary,6,Imre Szöllősi,Operational,Operational
TARANCÓN,0-724-0-0000000000008277,08277,Land (fixed),40.012,-3.0213,808,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
TARBES-OSSUN,0-20000-0-07621,07621,Land (fixed),43.1880555556,0,384,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
TARF,0-20000-0-60368,60368,Land (fixed),36.75463,8.07933,3,,Algeria,1,Mohamed Mezred,Operational,Operational
Tarfaya,0-504-1-60291,60291,Land (fixed),27.93828,-12.931,20,,Morocco,1,MAR NMHS ,Operational,Unknown
Targuist,0-504-1-60225,60225,Land (fixed),34.9386,-4.3206,1036,,Morocco,1,MAR NMHS ,Operational,Unknown
TARIFA,0-724-0-0000000000008458,08458,Land (fixed),36.0139,-5.5988,32,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
Taroudant,0-20000-0-60253,60253,Land (fixed),30.5,-8.8166666667,264,,Morocco,1,Mounir Aziz,Operational,Unknown
TÁRREGA,0-724-0-0000000000008173,08173,Land (fixed),41.6505,1.1494,363,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
TARVISIO,0-20000-0-16040,16040,Land (fixed),46.5055555556,13.5861111111,777,,Italy,6,Piero Serra,Operational,Operational
Tass Vízmű,0-348-1-35800,35800,Land (fixed),47.02139,18.98528,97.9,,Hungary,6,HUN NMHS,Operational,Operational
Tata,"0-348-1-34234,0-20000-0-12836",12836,Land (fixed),47.650278,18.3075,123,,Hungary,6,Imre Szöllősi,Operational,Operational
Tata,0-504-1-60206,60206,Land (fixed),29.74083,-7.97361,723,,Morocco,1,MAR NMHS ,Operational,Unknown
TATAOUINE,0-20000-0-60772,60772,Land (fixed),32.957706,10.467102,215,,Tunisia,1,saoussen CHERIAA,Operational,Unknown
TAVANASA,0-20000-0-06781,06781,Land (fixed),46.750697,9.045211,800,,Switzerland,6,CHE NMHS ,Operational,Operational
TAZA,0-20000-0-60127,60127,Land (fixed),34.2166666667,-4,509,,Morocco,1,MAR NMHS ,Operational,Unknown
Taza Hammou Meftah,0-504-1-60144,60144,Land (fixed),34.2296805,-3.9436974,513,,Morocco,1,MAR NMHS ,Operational,Operational
